Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Brain and Other Nervous System,All,Mason,2016-2020,All,Female,All,31257,3,5.7,"[2.8, 11.1]",Mason
Brain and Other Nervous System,All,Mason,2016-2020,All,All,All,64496,5,6.1,"[3.9, 9.4]",Mason
Brain and Other Nervous System,All,Okanogan,2016-2020,All,Male,All,21467,2,7.4,"[3.5, 14.8]",Okanogan
Brain and Other Nervous System,All,Okanogan,2016-2020,All,Female,All,20466,2,10.6,"[5.1, 20.6]",Okanogan
Brain and Other Nervous System,All,Okanogan,2016-2020,All,All,All,41932,5,9.0,"[5.4, 14.3]",Okanogan
Brain and Other Nervous System,All,Pacific,2016-2020,All,Male,All,11357,NR,NR,NR,Pacific
Brain and Other Nervous System,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Brain and Other Nervous System,All,Pacific,2016-2020,All,All,All,22755,2,9.3,"[4.2, 18.9]",Pacific
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pierce,2016-2020,All,Male,All,442332,46,10.2,"[8.9, 11.7]",Pierce
Brain and Other Nervous System,All,Pierce,2016-2020,All,Female,All,449353,23,4.7,"[3.9, 5.7]",Pierce
Brain and Other Nervous System,All,Pierce,2016-2020,All,All,All,891685,69,7.3,"[6.5, 8.1]",Pierce
Brain and Other Nervous System,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Brain and Other Nervous System,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Brain and Other Nervous System,All,San Juan,2016-2020,All,All,All,17238,2,9.2,"[3.4, 22.7]",San Juan
Brain and Other Nervous System,All,Skagit,2016-2020,All,Male,All,62062,8,10.2,"[7.2, 14.4]",Skagit
Brain and Other Nervous System,All,Skagit,2016-2020,All,Female,All,63868,7,8.6,"[5.8, 12.5]",Skagit
Brain and Other Nervous System,All,Skagit,2016-2020,All,All,All,125929,15,9.4,"[7.3, 12.0]",Skagit
Brain and Other Nervous System,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Snohomish,2016-2020,All,Male,All,399947,38,9.1,"[7.8, 10.5]",Snohomish
Brain and Other Nervous System,All,Snohomish,2016-2020,All,Female,All,400972,31,7.3,"[6.1, 8.5]",Snohomish
Brain and Other Nervous System,All,Snohomish,2016-2020,All,All,All,800919,69,8.1,"[7.3, 9.1]",Snohomish
Brain and Other Nervous System,All,Spokane,2016-2020,All,Male,All,258269,20,7.3,"[5.9, 9.0]",Spokane
Brain and Other Nervous System,All,Spokane,2016-2020,All,Female,All,263176,15,5.0,"[3.9, 6.4]",Spokane
Brain and Other Nervous System,All,Spokane,2016-2020,All,All,All,521445,36,6.1,"[5.2, 7.1]",Spokane
Brain and Other Nervous System,All,Stevens,2016-2020,All,Male,All,22895,2,6.6,"[2.8, 14.2]",Stevens
Brain and Other Nervous System,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Brain and Other Nervous System,All,Stevens,2016-2020,All,All,All,45643,4,6.4,"[3.6, 11.0]",Stevens
Brain and Other Nervous System,All,Thurston,2016-2020,All,Male,All,139164,14,9.2,"[7.1, 11.7]",Thurston
Brain and Other Nervous System,All,Thurston,2016-2020,All,Female,All,146165,11,6.4,"[4.8, 8.5]",Thurston
Brain and Other Nervous System,All,Thurston,2016-2020,All,All,All,285329,25,7.7,"[6.4, 9.2]",Thurston
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,Male,All,31463,4,10.8,"[6.4, 17.5]",Walla Walla
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,Female,All,30305,2,6.2,"[2.8, 12.3]",Walla Walla
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,All,All,61767,6,8.4,"[5.5, 12.5]",Walla Walla
Brain and Other Nervous System,All,Whatcom,2016-2020,All,Male,All,108211,9,7.4,"[5.4, 10.1]",Whatcom
Brain and Other Nervous System,All,Whatcom,2016-2020,All,Female,All,111712,9,6.5,"[4.6, 9.0]",Whatcom
Brain and Other Nervous System,All,Whatcom,2016-2020,All,All,All,219923,18,6.9,"[5.5, 8.6]",Whatcom
Brain and Other Nervous System,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Yakima,2016-2020,All,Male,All,126641,10,8.3,"[6.1, 10.9]",Yakima
Brain and Other Nervous System,All,Yakima,2016-2020,All,Female,All,127169,6,4.2,"[2.8, 6.1]",Yakima
Brain and Other Nervous System,All,Yakima,2016-2020,All,All,All,253810,16,6.2,"[4.9, 7.8]",Yakima
Breast (Female),All,Adams,2016-2020,All,Female,All,9889,12,135.6,"[103.1, 175.7]",Adams
Breast (Female),All,Asotin,2016-2020,All,Female,All,11370,13,76.4,"[57.2, 101.9]",Asotin
Breast (Female),All,Benton,2016-2020,All,Female,All,99958,153,132.6,"[123.1, 142.7]",Benton
Breast (Female),All,Chelan,2016-2020,All,Female,All,38682,82,158,"[142.2, 175.3]",Chelan
Breast (Female),All,Clallam,2016-2020,All,Female,All,38345,102,142,"[128.0, 157.8]",Clallam
Breast (Female),All,Clark,2016-2020,All,Female,All,243884,406,135.9,"[129.9, 142.2]",Clark
Breast (Female),All,Columbia,2016-2020,All,Female,All,1998,4,147.6,"[82.9, 258.9]",Columbia
Breast (Female),All,Cowlitz,2016-2020,All,Female,All,54522,90,121.7,"[110.1, 134.3]",Cowlitz
Breast (Female),All,Douglas,2016-2020,All,Female,All,20701,39,143.2,"[123.2, 166.3]",Douglas
Breast (Female),All,Ferry,2016-2020,All,Female,All,3550,7,121.8,"[82.2, 184.2]",Ferry
Breast (Female),All,Franklin,2016-2020,All,Female,All,44703,46,117.1,"[102.2, 134.0]",Franklin
Breast (Female),All,Garfield,2016-2020,All,Female,All,1124,2,123.6,"[56.4, 299.7]",Garfield
Breast (Female),All,Grant,2016-2020,All,Female,All,46950,69,134.2,"[120.1, 149.8]",Grant
Breast (Female),All,Grays Harbor,2016-2020,All,Female,All,36373,79,142,"[127.3, 158.5]",Grays Harbor
Breast (Female),All,Island,2016-2020,All,Female,All,42860,102,149.9,"[135.6, 165.7]",Island
Breast (Female),All,Jefferson,2016-2020,All,Female,All,16416,51,156.4,"[133.5, 185.0]",Jefferson
Breast (Female),All,King,2016-2020,All,Female,All,1094637,2228,182.5,"[179.1, 186.0]",King
Breast (Female),All,Kitsap,2016-2020,All,Female,All,132989,292,163.8,"[155.1, 173.0]",Kitsap
Breast (Female),All,Kittitas,2016-2020,All,Female,All,22165,30,116.9,"[97.9, 139.4]",Kittitas
Breast (Female),All,Klickitat,2016-2020,All,Female,All,10818,25,146.4,"[119.8, 179.6]",Klickitat
Breast (Female),All,Lewis,2016-2020,All,Female,All,40148,74,129.9,"[116.1, 145.2]",Lewis
Breast (Female),All,Lincoln,2016-2020,All,Female,All,5351,17,192.3,"[148.4, 250.8]",Lincoln
Breast (Female),All,Mason,2016-2020,All,Female,All,31257,75,153.3,"[136.8, 171.8]",Mason
Breast (Female),All,Okanogan,2016-2020,All,Female,All,20466,46,155.5,"[134.3, 180.0]",Okanogan
Breast (Female),All,Pacific,2016-2020,All,Female,All,11398,27,123,"[100.3, 153.1]",Pacific
Breast (Female),All,Pend Oreille,2016-2020,All,Female,All,6542,15,125.5,"[95.8, 167.2]",Pend Oreille
Breast (Female),All,Pierce,2016-2020,All,Female,All,449353,836,160.7,"[155.8, 165.8]",Pierce
Breast (Female),All,San Juan,2016-2020,All,Female,All,8842,30,170,"[139.7, 210.5]",San Juan
Breast (Female),All,Skagit,2016-2020,All,Female,All,63868,160,184.6,"[171.1, 199.2]",Skagit
Breast (Female),All,Skamania,2016-2020,All,Female,All,5607,11,133.5,"[98.3, 183.2]",Skamania
Breast (Female),All,Snohomish,2016-2020,All,Female,All,400972,829,176.1,"[170.7, 181.7]",Snohomish
Breast (Female),All,Spokane,2016-2020,All,Female,All,263176,553,169.3,"[162.8, 176.0]",Spokane
Breast (Female),All,Stevens,2016-2020,All,Female,All,22748,44,128.5,"[110.6, 149.5]",Stevens
Breast (Female),All,Thurston,2016-2020,All,Female,All,146165,289,153.1,"[145.0, 161.6]",Thurston
Breast (Female),All,Wahkiakum,2016-2020,All,Female,All,2160,5,142.7,"[86.6, 241.2]",Wahkiakum
Breast (Female),All,Walla Walla,2016-2020,All,Female,All,30305,44,117.9,"[101.8, 136.2]",Walla Walla
Breast (Female),All,Whatcom,2016-2020,All,Female,All,111712,240,174.3,"[164.1, 185.1]",Whatcom
Breast (Female),All,Whitman,2016-2020,All,Female,All,23662,24,122,"[100.3, 147.6]",Whitman
Breast (Female),All,Yakima,2016-2020,All,Female,All,127169,183,133.5,"[124.8, 142.7]",Yakima
Breast (Female),In Situ,Adams,2016-2020,All,Female,All,9889,3,30.8,"[16.6, 52.8]",Adams
Breast (Female),In Situ,Asotin,2016-2020,All,Female,All,11370,3,18.0,"[9.0, 34.3]",Asotin
Breast (Female),In Situ,Benton,2016-2020,All,Female,All,99958,27,24.0,"[20.0, 28.6]",Benton
Breast (Female),In Situ,Chelan,2016-2020,All,Female,All,38682,11,22.3,"[16.6, 29.6]",Chelan
Breast (Female),In Situ,Clallam,2016-2020,All,Female,All,38345,12,18.1,"[13.2, 25.1]",Clallam
Breast (Female),In Situ,Clark,2016-2020,All,Female,All,243884,68,23.1,"[20.7, 25.8]",Clark
Breast (Female),In Situ,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Breast (Female),In Situ,Cowlitz,2016-2020,All,Female,All,54522,15,20.5,"[15.8, 26.3]",Cowlitz
Breast (Female),In Situ,Douglas,2016-2020,All,Female,All,20701,5,19.7,"[12.5, 30.3]",Douglas
Breast (Female),In Situ,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Breast (Female),In Situ,Franklin,2016-2020,All,Female,All,44703,7,18.6,"[13.0, 26.1]",Franklin
Breast (Female),In Situ,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Breast (Female),In Situ,Grant,2016-2020,All,Female,All,46950,9,17.1,"[12.3, 23.3]",Grant
Breast (Female),In Situ,Grays Harbor,2016-2020,All,Female,All,36373,10,18.0,"[12.9, 25.0]",Grays Harbor
Breast (Female),In Situ,Island,2016-2020,All,Female,All,42860,17,25.7,"[19.8, 33.2]",Island
Breast (Female),In Situ,Jefferson,2016-2020,All,Female,All,16416,10,38.5,"[26.1, 57.8]",Jefferson
Breast (Female),In Situ,King,2016-2020,All,Female,All,1094637,461,37.9,"[36.4, 39.6]",King
Breast (Female),In Situ,Kitsap,2016-2020,All,Female,All,132989,54,30.8,"[27.0, 35.0]",Kitsap
Breast (Female),In Situ,Kittitas,2016-2020,All,Female,All,22165,5,21.8,"[13.8, 33.6]",Kittitas
Breast (Female),In Situ,Klickitat,2016-2020,All,Female,All,10818,4,23.2,"[13.5, 40.4]",Klickitat
Breast (Female),In Situ,Lewis,2016-2020,All,Female,All,40148,9,17.7,"[12.6, 24.6]",Lewis
Breast (Female),In Situ,Lincoln,2016-2020,All,Female,All,5351,4,51.6,"[29.4, 90.6]",Lincoln
Breast (Female),In Situ,Mason,2016-2020,All,Female,All,31257,11,22.7,"[16.4, 31.2]",Mason
Breast (Female),In Situ,Okanogan,2016-2020,All,Female,All,20466,7,24.3,"[16.4, 36.1]",Okanogan
Breast (Female),In Situ,Pacific,2016-2020,All,Female,All,11398,3,14.0,"[6.7, 31.3]",Pacific
Breast (Female),In Situ,Pend Oreille,2016-2020,All,Female,All,6542,4,35.4,"[20.3, 64.4]",Pend Oreille
Breast (Female),In Situ,Pierce,2016-2020,All,Female,All,449353,151,29.1,"[27.0, 31.3]",Pierce
Breast (Female),In Situ,San Juan,2016-2020,All,Female,All,8842,4,22.9,"[12.0, 47.0]",San Juan
Breast (Female),In Situ,Skagit,2016-2020,All,Female,All,63868,31,35.2,"[29.5, 42.0]",Skagit
Breast (Female),In Situ,Skamania,2016-2020,All,Female,All,5607,2,27.3,"[12.5, 59.6]",Skamania
Breast (Female),In Situ,Snohomish,2016-2020,All,Female,All,400972,161,33.8,"[31.5, 36.3]",Snohomish
Breast (Female),In Situ,Spokane,2016-2020,All,Female,All,263176,121,37.3,"[34.2, 40.6]",Spokane
Breast (Female),In Situ,Stevens,2016-2020,All,Female,All,22748,6,14.6,"[9.2, 23.6]",Stevens
Breast (Female),In Situ,Thurston,2016-2020,All,Female,All,146165,43,22.6,"[19.6, 26.1]",Thurston
Breast (Female),In Situ,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Breast (Female),In Situ,Walla Walla,2016-2020,All,Female,All,30305,7,18.9,"[12.7, 27.6]",Walla Walla
Breast (Female),In Situ,Whatcom,2016-2020,All,Female,All,111712,47,33.8,"[29.4, 38.8]",Whatcom
Breast (Female),In Situ,Whitman,2016-2020,All,Female,All,23662,5,24.5,"[15.3, 37.9]",Whitman
Breast (Female),In Situ,Yakima,2016-2020,All,Female,All,127169,25,18.2,"[15.0, 21.9]",Yakima
Breast (Female),Invasive,Adams,2016-2020,All,Female,All,9889,9,104.8,"[76.4, 140.9]",Adams
Breast (Female),Invasive,Asotin,2016-2020,All,Female,All,11370,10,58.4,"[42.1, 81.0]",Asotin
Breast (Female),Invasive,Benton,2016-2020,All,Female,All,99958,126,108.6,"[100.1, 117.8]",Benton
Breast (Female),Invasive,Chelan,2016-2020,All,Female,All,38682,71,135.7,"[121.1, 151.9]",Chelan
Breast (Female),Invasive,Clallam,2016-2020,All,Female,All,38345,90,123.9,"[111.0, 138.6]",Clallam
Breast (Female),Invasive,Clark,2016-2020,All,Female,All,243884,338,112.8,"[107.4, 118.5]",Clark
Breast (Female),Invasive,Columbia,2016-2020,All,Female,All,1998,4,121.9,"[66.1, 224.0]",Columbia
Breast (Female),Invasive,Cowlitz,2016-2020,All,Female,All,54522,75,101.2,"[90.7, 112.8]",Cowlitz
Breast (Female),Invasive,Douglas,2016-2020,All,Female,All,20701,34,123.5,"[105.0, 144.9]",Douglas
Breast (Female),Invasive,Ferry,2016-2020,All,Female,All,3550,6,98.2,"[62.7, 157.2]",Ferry
Breast (Female),Invasive,Franklin,2016-2020,All,Female,All,44703,38,98.6,"[84.8, 114.2]",Franklin
Breast (Female),Invasive,Garfield,2016-2020,All,Female,All,1124,2,123.6,"[56.4, 299.7]",Garfield
Breast (Female),Invasive,Grant,2016-2020,All,Female,All,46950,60,117.2,"[104.0, 131.8]",Grant
Breast (Female),Invasive,Grays Harbor,2016-2020,All,Female,All,36373,69,124,"[110.3, 139.4]",Grays Harbor
Breast (Female),Invasive,Island,2016-2020,All,Female,All,42860,85,124.2,"[111.3, 138.6]",Island
Breast (Female),Invasive,Jefferson,2016-2020,All,Female,All,16416,41,118,"[99.2, 142.4]",Jefferson
Breast (Female),Invasive,King,2016-2020,All,Female,All,1094637,1767,144.6,"[141.6, 147.7]",King
Breast (Female),Invasive,Kitsap,2016-2020,All,Female,All,132989,238,133.1,"[125.2, 141.4]",Kitsap
Breast (Female),Invasive,Kittitas,2016-2020,All,Female,All,22165,25,95.1,"[78.2, 115.5]",Kittitas
Breast (Female),Invasive,Klickitat,2016-2020,All,Female,All,10818,21,123.3,"[98.9, 154.2]",Klickitat
Breast (Female),Invasive,Lewis,2016-2020,All,Female,All,40148,65,112.1,"[99.5, 126.3]",Lewis
Breast (Female),Invasive,Lincoln,2016-2020,All,Female,All,5351,12,140.8,"[104.2, 192.1]",Lincoln
Breast (Female),Invasive,Mason,2016-2020,All,Female,All,31257,64,130.6,"[115.5, 147.7]",Mason
Breast (Female),Invasive,Okanogan,2016-2020,All,Female,All,20466,38,131.2,"[111.8, 153.9]",Okanogan
Breast (Female),Invasive,Pacific,2016-2020,All,Female,All,11398,24,109,"[87.9, 137.5]",Pacific
Breast (Female),Invasive,Pend Oreille,2016-2020,All,Female,All,6542,11,90.1,"[65.5, 127.1]",Pend Oreille
Breast (Female),Invasive,Pierce,2016-2020,All,Female,All,449353,685,131.7,"[127.2, 136.3]",Pierce
Breast (Female),Invasive,San Juan,2016-2020,All,Female,All,8842,26,147.1,"[119.4, 185.0]",San Juan
Breast (Female),Invasive,Skagit,2016-2020,All,Female,All,63868,128,149.4,"[137.2, 162.6]",Skagit
Breast (Female),Invasive,Skamania,2016-2020,All,Female,All,5607,9,106.2,"[75.4, 151.7]",Skamania
Breast (Female),Invasive,Snohomish,2016-2020,All,Female,All,400972,668,142.3,"[137.4, 147.3]",Snohomish
Breast (Female),Invasive,Spokane,2016-2020,All,Female,All,263176,431,132,"[126.2, 137.9]",Spokane
Breast (Female),Invasive,Stevens,2016-2020,All,Female,All,22748,39,113.8,"[97.0, 133.8]",Stevens
Breast (Female),Invasive,Thurston,2016-2020,All,Female,All,146165,246,130.5,"[123.0, 138.3]",Thurston
Breast (Female),Invasive,Wahkiakum,2016-2020,All,Female,All,2160,5,118.1,"[69.3, 209.7]",Wahkiakum
Breast (Female),Invasive,Walla Walla,2016-2020,All,Female,All,30305,37,99,"[84.3, 115.9]",Walla Walla
Breast (Female),Invasive,Whatcom,2016-2020,All,Female,All,111712,193,140.5,"[131.4, 150.3]",Whatcom
Breast (Female),Invasive,Whitman,2016-2020,All,Female,All,23662,19,97.5,"[78.3, 120.8]",Whitman
Breast (Female),Invasive,Yakima,2016-2020,All,Female,All,127169,159,115.4,"[107.3, 123.9]",Yakima
Cervix (Uterine),All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Cervix (Uterine),All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Cervix (Uterine),All,Benton,2016-2020,All,Female,All,99958,7,6.9,"[4.7, 9.8]",Benton
Cervix (Uterine),All,Chelan,2016-2020,All,Female,All,38682,2,5.3,"[2.4, 10.2]",Chelan
Cervix (Uterine),All,Clallam,2016-2020,All,Female,All,38345,3,6.4,"[3.2, 12.0]",Clallam
Cervix (Uterine),All,Clark,2016-2020,All,Female,All,243884,11,4.1,"[3.1, 5.5]",Clark
Cervix (Uterine),All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Cervix (Uterine),All,Cowlitz,2016-2020,All,Female,All,54522,5,8.4,"[5.2, 12.9]",Cowlitz
Cervix (Uterine),All,Douglas,2016-2020,All,Female,All,20701,3,12.6,"[6.6, 22.5]",Douglas
Cervix (Uterine),All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Cervix (Uterine),All,Franklin,2016-2020,All,Female,All,44703,3,8.3,"[4.8, 13.8]",Franklin
Cervix (Uterine),All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Cervix (Uterine),All,Grant,2016-2020,All,Female,All,46950,3,6.1,"[3.3, 10.6]",Grant
Cervix (Uterine),All,Grays Harbor,2016-2020,All,Female,All,36373,3,7.5,"[4.0, 13.3]",Grays Harbor
Cervix (Uterine),All,Island,2016-2020,All,Female,All,42860,3,6.7,"[3.3, 12.1]",Island
Cervix (Uterine),All,Jefferson,2016-2020,All,Female,All,16416,2,10.6,"[4.5, 24.9]",Jefferson
Cervix (Uterine),All,King,2016-2020,All,Female,All,1094637,64,5.6,"[5.0, 6.2]",King
Cervix (Uterine),All,Kitsap,2016-2020,All,Female,All,132989,10,7.1,"[5.2, 9.5]",Kitsap
Cervix (Uterine),All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Cervix (Uterine),All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Cervix (Uterine),All,Lewis,2016-2020,All,Female,All,40148,4,10.8,"[6.5, 17.1]",Lewis
Cervix (Uterine),All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Cervix (Uterine),All,Mason,2016-2020,All,Female,All,31257,3,9.2,"[4.8, 16.5]",Mason
Cervix (Uterine),All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Cervix (Uterine),All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Cervix (Uterine),All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Cervix (Uterine),All,Pierce,2016-2020,All,Female,All,449353,33,7.2,"[6.2, 8.4]",Pierce
Cervix (Uterine),All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Cervix (Uterine),All,Skagit,2016-2020,All,Female,All,63868,3,5.0,"[2.8, 8.4]",Skagit
Cervix (Uterine),All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Cervix (Uterine),All,Snohomish,2016-2020,All,Female,All,400972,31,7.2,"[6.0, 8.4]",Snohomish
Cervix (Uterine),All,Spokane,2016-2020,All,Female,All,263176,18,6.6,"[5.3, 8.2]",Spokane
Cervix (Uterine),All,Stevens,2016-2020,All,Female,All,22748,2,11.4,"[5.6, 21.6]",Stevens
Cervix (Uterine),All,Thurston,2016-2020,All,Female,All,146165,12,7.9,"[6.0, 10.3]",Thurston
Cervix (Uterine),All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Cervix (Uterine),All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Cervix (Uterine),All,Whatcom,2016-2020,All,Female,All,111712,8,6.4,"[4.5, 9.0]",Whatcom
Cervix (Uterine),All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Cervix (Uterine),All,Yakima,2016-2020,All,Female,All,127169,8,7.3,"[5.2, 10.0]",Yakima
Colorectal,All,Adams,2016-2020,All,Male,All,10282,5,55.7,"[35.3, 85.2]",Adams
Colorectal,All,Adams,2016-2020,All,Female,All,9889,3,29.2,"[15.7, 50.3]",Adams
Colorectal,All,Adams,2016-2020,All,All,All,20172,8,41.8,"[29.4, 58.1]",Adams
Colorectal,All,Asotin,2016-2020,All,Male,All,10756,3,18.7,"[10.9, 33.3]",Asotin
Colorectal,All,Asotin,2016-2020,All,Female,All,11370,4,18.9,"[11.2, 33.1]",Asotin
Colorectal,All,Asotin,2016-2020,All,All,All,22126,7,18.8,"[13.0, 27.5]",Asotin
Colorectal,All,Benton,2016-2020,All,Male,All,98978,35,33.5,"[28.5, 39.1]",Benton
Colorectal,All,Benton,2016-2020,All,Female,All,99958,33,28.0,"[23.8, 32.9]",Benton
Colorectal,All,Benton,2016-2020,All,All,All,198936,67,30.5,"[27.3, 34.1]",Benton
Colorectal,All,Chelan,2016-2020,All,Male,All,38595,20,40.6,"[32.7, 50.1]",Chelan
Colorectal,All,Chelan,2016-2020,All,Female,All,38682,18,34.5,"[27.3, 43.3]",Chelan
Colorectal,All,Chelan,2016-2020,All,All,All,77278,37,37.5,"[32.1, 43.7]",Chelan
Colorectal,All,Clallam,2016-2020,All,Male,All,37283,25,39.5,"[32.2, 48.6]",Clallam
Colorectal,All,Clallam,2016-2020,All,Female,All,38345,21,32.1,"[25.2, 40.8]",Clallam
Colorectal,All,Clallam,2016-2020,All,All,All,75628,47,35.4,"[30.4, 41.3]",Clallam
Colorectal,All,Clark,2016-2020,All,Male,All,237977,78,30.8,"[27.7, 34.1]",Clark
Colorectal,All,Clark,2016-2020,All,Female,All,243884,79,27.6,"[24.9, 30.5]",Clark
Colorectal,All,Clark,2016-2020,All,All,All,481861,158,28.9,"[26.9, 31.1]",Clark
Colorectal,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Colorectal,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Colorectal,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Colorectal,All,Cowlitz,2016-2020,All,Male,All,53421,20,28.5,"[23.0, 35.1]",Cowlitz
Colorectal,All,Cowlitz,2016-2020,All,Female,All,54522,21,29.6,"[24.0, 36.4]",Cowlitz
Colorectal,All,Cowlitz,2016-2020,All,All,All,107943,41,29.2,"[25.2, 33.7]",Cowlitz
Colorectal,All,Douglas,2016-2020,All,Male,All,20946,9,34.8,"[25.0, 47.9]",Douglas
Colorectal,All,Douglas,2016-2020,All,Female,All,20701,10,42.6,"[31.4, 57.0]",Douglas
Colorectal,All,Douglas,2016-2020,All,All,All,41647,19,39.0,"[31.3, 48.2]",Douglas
Colorectal,All,Ferry,2016-2020,All,Male,All,3694,2,30.2,"[15.3, 70.4]",Ferry
Colorectal,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Colorectal,All,Ferry,2016-2020,All,All,All,7245,3,20.0,"[11.0, 41.0]",Ferry
Colorectal,All,Franklin,2016-2020,All,Male,All,47829,12,34.4,"[25.9, 45.3]",Franklin
Colorectal,All,Franklin,2016-2020,All,Female,All,44703,10,29.0,"[21.4, 38.6]",Franklin
Colorectal,All,Franklin,2016-2020,All,All,All,92532,22,31.5,"[25.7, 38.2]",Franklin
Colorectal,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Colorectal,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Colorectal,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Colorectal,All,Grant,2016-2020,All,Male,All,49209,20,39.2,"[31.8, 48.1]",Grant
Colorectal,All,Grant,2016-2020,All,Female,All,46950,12,24.7,"[18.8, 32.1]",Grant
Colorectal,All,Grant,2016-2020,All,All,All,96159,32,32.0,"[27.1, 37.5]",Grant
Colorectal,All,Grays Harbor,2016-2020,All,Male,All,38179,26,51.3,"[42.5, 61.8]",Grays Harbor
Colorectal,All,Grays Harbor,2016-2020,All,Female,All,36373,22,42.7,"[34.6, 52.6]",Grays Harbor
Colorectal,All,Grays Harbor,2016-2020,All,All,All,74552,49,47.0,"[41.0, 53.8]",Grays Harbor
Colorectal,All,Island,2016-2020,All,Male,All,42072,25,41.1,"[33.6, 50.1]",Island
Colorectal,All,Island,2016-2020,All,Female,All,42860,26,38.8,"[31.8, 47.4]",Island
Colorectal,All,Island,2016-2020,All,All,All,84932,51,39.9,"[34.7, 45.8]",Island
Colorectal,All,Jefferson,2016-2020,All,Male,All,15920,12,39.7,"[28.4, 56.8]",Jefferson
Colorectal,All,Jefferson,2016-2020,All,Female,All,16416,12,31.3,"[22.9, 46.1]",Jefferson
Colorectal,All,Jefferson,2016-2020,All,All,All,32336,24,35.5,"[28.3, 45.6]",Jefferson
Colorectal,All,King,2016-2020,All,Male,All,1096115,420,38.8,"[37.1, 40.5]",King
Colorectal,All,King,2016-2020,All,Female,All,1094637,371,30.2,"[28.8, 31.6]",King
Colorectal,All,King,2016-2020,All,All,All,2190752,792,34.3,"[33.2, 35.4]",King
